date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
27/03/2013,3.3,-0.7,-1.5,2.2,1005.8,10.6,1,1.5
28/03/2013,4.2,-1.9,-4.6,1.5,1004.5,10.9,1,1.6
29/03/2013,4,0.5,-0.4,0,1001.5,12.6,1.6,2.5
30/03/2013,5.8,0.3,-0.4,0,1002.6,11.1,1.7,2.5
31/03/2013,5.3,2.7,0.7,0,1001.8,15.6,1.9,3
01/04/2013,4.3,1.3,0.9,0,1002,14.9,1.4,2.1
02/04/2013,6.7,-0.3,-1.5,0,1007.6,12.2,1.7,2.7
03/04/2013,7.2,-1.2,-3.5,0,1012,11.8,1.9,3.1
04/04/2013,7.6,-3.5,-7,0,1012.1,11.8,1.7,2.9
05/04/2013,6.7,-3.9,-6.2,0.2,1013.6,9.2,1.1,1.7
06/04/2013,8.6,-5.6,-10.1,0,1014.8,6.3,1.7,2.5
07/04/2013,7.2,-2.6,-8.3,0,1005.8,10.1,1.2,2
08/04/2013,7.8,1.3,-1.3,0,993.8,16.4,1.6,2.7
09/04/2013,7,2,0.8,0,990.5,13.8,1.2,1.9
10/04/2013,7.9,1.5,-3.1,0.4,990.2,8.8,0.8,1.3
11/04/2013,8.7,3.7,1.1,14,984.1,7.6,0.7,1
12/04/2013,11.3,1.6,1,0.3,988.3,7.3,1.4,2.1
13/04/2013,13.5,0.3,-4.4,1.1,990.3,12.5,0.9,1.5
14/04/2013,14.3,9.1,6.8,1.7,988.7,18.2,2,3.1
15/04/2013,16,8.8,7,0.5,993.6,17.5,3,4.5
16/04/2013,14.1,7.4,5.8,0.2,995.5,19.6,3.4,5.4
17/04/2013,14.9,7.5,0,0.7,990.1,21.1,2.1,3.1
18/04/2013,11.6,4.9,4.6,4.8,995.2,22.2,1.9,3.5
19/04/2013,13.6,2.6,0.1,0,1015.8,8.4,2.3,3.3
20/04/2013,13.4,1.7,-3,0,1016.7,9.7,2.1,3.1
21/04/2013,13.1,5.9,5,1.6,1007.9,12.3,2.4,3.6
22/04/2013,16.6,6,2.9,0.3,1001.7,16.4,2.3,3.5
23/04/2013,16.1,7.6,5,0,1007,12.8,2.5,3.7
24/04/2013,14.1,6.6,5.7,5.5,1010.5,10.9,1,1.3
25/04/2013,12.8,3.7,6.1,7.5,1011.1,9.5,1.4,1.9
26/04/2013,9.8,1.8,0.5,0,1009,14.6,2.2,3.7
27/04/2013,10.6,1.8,-0.2,0,1010.3,9,2.3,3.7
28/04/2013,12.6,4.2,2.9,1.3,1004.5,15.4,2.1,3.3
29/04/2013,13.3,2.8,2.2,0,1008.7,16.2,3,4.9
30/04/2013,11.5,0.2,-2.7,0,1016.3,7.4,1.3,1.8
01/05/2013,14.7,1.4,1.7,0.1,1015,8.2,1.5,2
02/05/2013,15.4,-0.4,-5.3,0,1012.7,8.3,1.6,2.1
03/05/2013,14,8.3,8.9,1.2,1005.2,15.6,1.5,2
04/05/2013,15.1,7,6,0.2,1002.7,16,1.9,2.6
05/05/2013,17.2,10.4,10.2,0,1007.1,13.3,2,2.6
06/05/2013,17,5.5,8.6,0.6,1007.1,7.8,1.5,2
07/05/2013,16.4,4.2,0.2,0.2,1000.2,8.6,2.8,4.3
08/05/2013,16.1,7.6,9,6.5,988.2,16.3,2.4,3.6
09/05/2013,12.1,7.4,6.4,4,985.2,19,2.1,3.4
10/05/2013,14.4,6.2,6,2.9,994.2,15.5,2.8,4.5
11/05/2013,11.6,5.3,4.2,3.6,999.5,17.4,2.2,4.1
12/05/2013,13.9,5.1,3.6,2.1,1001.3,16.2,1.8,2.9
13/05/2013,10.9,4.9,3.9,2.8,997.8,18,2.5,4.5
14/05/2013,13.5,3.8,2.4,0.1,990.1,11.1,2.9,4.5
15/05/2013,12.2,3.3,2.8,0.8,988.3,13.8,2.5,4.1
16/05/2013,9.8,-0.4,-1.3,0.1,991,7.3,1.7,2.7
17/05/2013,12.9,-0.5,-5.3,0,998.4,7.6,2.3,3.5
18/05/2013,11,6.5,2.2,0.6,999.6,9.3,1.4,2
19/05/2013,15.8,8.6,7.8,0.1,1003.1,4.5,3.3,4.6
20/05/2013,15.6,9.2,8.6,0,1008.3,11.5,1.8,2.6
21/05/2013,17.2,7.8,7.5,0,1011.2,11.4,3.1,4.6
22/05/2013,14.1,6,6.4,0,1013.2,12.8,2.6,4.1
23/05/2013,10.8,3.9,1.8,0.6,1010.1,14.7,2.5,3.9
24/05/2013,13.7,2.4,3.6,0,1010,12.4,3,4.8
25/05/2013,14.5,1.2,-2.6,0,1012.2,6.8,3,4.6
26/05/2013,17.4,9.6,8.9,0,1004.2,10.5,3.8,5.5
27/05/2013,13.9,7.1,8.2,10.6,991.8,10,2.3,3.3
28/05/2013,13.7,5.9,3.8,3.5,992.2,7,2.8,4.2
29/05/2013,18.6,8.8,7.9,5.2,1000.3,12.9,4,6.2
30/05/2013,19.6,8,7,0,1008.1,12,4.2,6.2
31/05/2013,15.7,5,1.7,0,1013.2,9.1,1.4,1.5
01/06/2013,15.1,4.4,0.7,0,1017.4,9.2,2.5,3.6
02/06/2013,16.3,6,0.6,0,1020.2,6.3,2.6,3.6
03/06/2013,18.4,7.1,10.3,0,1022.1,5.1,3.2,4.5
04/06/2013,18.4,4.2,0.5,0,1018.2,5.2,3.7,5.3
05/06/2013,17.3,4.7,0.5,0,1012.7,6.9,3.6,5.4
06/06/2013,17,4.9,0.4,0,1012.8,7,3.5,5.2
07/06/2013,19.1,5.5,1.4,0,1015.2,6.9,3.8,5.5
08/06/2013,18.9,4.4,1,0,1012.3,5,3.8,5.4
09/06/2013,19.5,4,-0.3,0,1006.8,7.2,3.9,5.7
10/06/2013,18.1,4.8,0.6,3.6,1001.8,10.4,3.3,5.2
11/06/2013,18.4,10.1,9.6,20.6,996.3,11.8,1.8,2.7
12/06/2013,16.5,11.1,11.1,9.1,993.3,6.8,2.3,3.2
13/06/2013,16.8,7.4,9.1,3.9,996.6,11.4,2.6,4
14/06/2013,16.4,7.5,2.1,3.5,993.9,12.8,2,2.8
15/06/2013,17.7,7.1,5.7,0.2,993.2,15.5,3.5,5.8
16/06/2013,16.9,9.9,9.2,3.7,1000.7,9.8,2.6,3.8
17/06/2013,15.6,7.6,10.1,3.3,1005.7,7.7,1.8,2.7
18/06/2013,20.8,5.7,2.3,0,1005.5,5.5,3.6,4.9
19/06/2013,19.8,7.8,9.6,0,1007.5,6.9,4,5.6
20/06/2013,19.2,7.2,3.2,0,1002.8,5.6,3.4,4.8
21/06/2013,19.4,11.4,12.6,1.5,996,9.5,3,4.2
22/06/2013,16.6,11,10.5,5.1,989.3,16.5,2.8,4.8
23/06/2013,14.9,9,10.3,0.7,1001.8,18.7,2.1,3.5
24/06/2013,16.8,7.8,5.7,0,1013.6,8.7,2.9,4.2
25/06/2013,18.1,8.7,3.6,0,1018.5,4.1,2.5,3.4
26/06/2013,18.6,8.8,7.1,0,1022.1,6.6,3.4,4.7
27/06/2013,17.3,8,4.2,3.8,1018.3,11.5,1.2,1.9
28/06/2013,17.9,10.7,12.5,0.2,1011.7,16.4,1.4,1.9
29/06/2013,22.2,10.1,8.7,0,1013.2,12.3,2.9,4.2
30/06/2013,17.9,11.3,12.5,1.6,1009.2,15.8,2.8,4.3
01/07/2013,17.9,9.9,8.3,0,1004.5,10,3.2,4.6
02/07/2013,17.4,11.7,9.9,6.9,995.2,10.7,1.8,2.4
03/07/2013,19.5,11.4,10.6,0.1,995.7,11.2,2.4,3.6
04/07/2013,18.2,11.4,14.1,0,1007.2,16.8,2.9,4.9
05/07/2013,20.1,9.6,7.7,0,1017,6.9,3.7,5.3
06/07/2013,21.8,10.9,7.5,0,1019.5,6.6,3.9,5.5
07/07/2013,21.8,11.5,11.6,0,1023.8,5.2,2.8,3.7
08/07/2013,23.2,10.1,7.1,0,1024.2,4.9,4.2,5.7
09/07/2013,26.2,10,6.7,0,1020.4,4.1,4.6,6
10/07/2013,21.5,9.5,6.2,0,1017.6,5.3,3.7,5.2
11/07/2013,22.3,9.5,6.8,0,1016.4,5,4,5.5
12/07/2013,26,8.7,5.5,0,1015.1,4.2,4.4,5.9
13/07/2013,23.5,12.6,11.5,0,1016.2,5.7,4, 
14/07/2013,25.2,10.9,7.9,0,1015.6,4.6,3.6,4.8
15/07/2013,19.2,12.5,9.4,0,1014.7,7.4,2.4,3.3
16/07/2013,22.2,13.6,11.4,0,1014.5,6.5,3.3,4.3
17/07/2013,23.8,13.2,13.6,0,1016.3,5,3.7,4.8
18/07/2013,24.5,10.8,8.3,0,1018.2,5.6,4.4,5.9
19/07/2013,25.1,12,7.4,0,1016.5,7,4.2,5.8
20/07/2013,23.4,12.9,10.2,0,1013.5,7.8,4,5.7
21/07/2013,19.9,11.5,8.6,0,1009.5,6.2,2.3,3.2
22/07/2013,22.6,13.3,11.4,0,1005,8.5,3.4,4.9
23/07/2013,24.2,15.5,14.4,3.9,1001.2,6.8,3.2,4.1
24/07/2013,21.5,13.9,11.5,13,1000,9,2.4,3.4
25/07/2013,21.7,14,13,20.5,999.2,6,2.9,3.9
26/07/2013,21.1,13.4,11.6,1,1000.2,6.1,2.8,3.8
27/07/2013,19.8,8.5,5.1,0,996.7,6.8,2.7,3.9
28/07/2013,21.6,8.9,6.7,11.1,992.2,6,2.3,3.2
29/07/2013,21,13.7,10.4,4.7,996.3,8.3,3.1,4.2
30/07/2013,20.8,11.1,9.3,0,1000.5,10.7,3.4,4.9
31/07/2013,20.5,12.8,11.6,7.6,998.6,9.2,1.8,2.5
01/08/2013,22.1,16.6,13.5,3.2,993,10.9,2.5,3.5
02/08/2013,21.7,13.2,14.5,8.2,991.7,14.7,3.6,5.3
03/08/2013,20.2,12.3,11.1,3.9,998.7,12.9,3.4,4.9
04/08/2013,19.4,11.3,7,5.2,1001.8,6.5,2.4,3.4
05/08/2013,19.9,11.1,13.4,0.2,1002,9.3,2.9,4.1
06/08/2013,19.3,10,7.5,0,1004.2,6.9,2.3,3.1
07/08/2013,20.3,7.9,4.5,0,1006,4.1,2.8,3.8
08/08/2013,22.1,12.4,10.9,0.1,1005.5,8.5,2.9,3.8
09/08/2013,17.7,13.1,12.6,0,1008.8,10.6,2.4,3.3
10/08/2013,20.5,12.6,11.4,0,1010.5,9.2,3,4
11/08/2013,18.9,11.5,10.1,0,1007,14,3.2,4.7
12/08/2013,18.3,10.3,8.8,1,1008.5,12.4,3,4.4
13/08/2013,19.4,11.2,9,1.3,1011.2,8.5,2.4,3.3
14/08/2013,22.9,10.4,7.9,1.2,1007.9,6.5,2.2,3
15/08/2013,21.8,13.6,14.4,16.3,1001.7,11.9,1.8,2.5
16/08/2013,20,10.7,7.7,0.1,1002.5,8.6,2.4,3.4
17/08/2013,21.8,12.1,10.4,1.4,995.1,14,2.2,3.1
18/08/2013,18.2,11.5,8.8,0.1,998.7,12.2,3,4.4
19/08/2013,19.9,10.4,8.1,0,1009.4,11.3,2.9,4.1
20/08/2013,20.5,13.8,10.8,0,1013,10.1,2.8,3.7
21/08/2013,21.2,14.5,14.5,0,1009.2,13.6,2.9,4.1
22/08/2013,18.9,13.2,12.2,0,1006.6,8.1,2.4,3.5
23/08/2013,17.4,12,10.7,3.9,1003.3,5.4,1.2,1.5
24/08/2013,16.5,8.1,6.4,0.1,1005.5,6.8,1,1.3
25/08/2013,20,9.8,12.7,0.7,1008.6,6.5,2,2.7
26/08/2013,18.5,8,5.3,0,1011.5,4.3,1.7,2.3
27/08/2013,18.9,10.5,5.8,0.4,1012.2,5.8,1.4,1.8
28/08/2013,19.3,9.2,6.4,0,1012.8,5.5,2.2,3
29/08/2013,20.9,13.4,10.6,0,1009.6,12.4,2.7,3.9
30/08/2013,21.1,9.2,11.4,1.2,1009.8,13.1,2.4,3.4
31/08/2013,16.6,8,5,0,1018,11.8,2.5,3.6
01/09/2013,17.5,9.2,6.4,0,1019.3,15.6,2.3,3.4
02/09/2013,21.1,13.3,11.4,0,1016.7,16,2.8,4.1
03/09/2013,22.2,12.1,10,0,1014.8,6.1,2.9,3.9
04/09/2013,23.3,11.4,8,0,1007.6,8.2,3.5,4.5
05/09/2013,17.2,6.7,10.4,0,1004.1,7.6,2,2.8
06/09/2013,15.9,3.5,1.2,1.6,1002.1,9.2,2,2.9
07/09/2013,10.8,7.8,7.1,5.3,1000.9,14.4,1.1,1.7
08/09/2013,14.9,4.9,7.6,2.3,1003.2,9.8,1.6,2.3
09/09/2013,16.5,3.9,0.6,0,1009.7,8.6,1.8,2.6
10/09/2013,16.8,8.5,7,0,1015.9,11.4,2.1,3
11/09/2013,17,11.1,9.5,1,1013.8,11.5,1.1,1.6
12/09/2013,18.4,9.4,13.2,3,1008,9.8,0.8,1.3
13/09/2013,13.4,6.1,7.3,0.2,1009.7,5.8,1.1,1.5
14/09/2013,16.5,4.5,1.4,0,1008.2,6.1,1.9,2.6
15/09/2013,17,7.2,4.8,1.9,996.7,20.8,1.6,2.8
16/09/2013,13.2,6.7,5.3,0.3,992.2,19.8,2.2,3.6
17/09/2013,10,7.8,7.2,9.6,989.2,8.2,0.8,1.2
18/09/2013,13.7,8,6.9,0,995.7,12.2,1.8,2.7
19/09/2013,17,8.5,6.1,5.1,997.8,15.9,1.9,2.8
20/09/2013,16.3,8.7,6.6,0,1006.2,7.2,1.8,2.4
21/09/2013,22.9,11.7,6.6,0,1010.5,8.1,2.3,3
22/09/2013,21.7,10.1,11.9,0,1015.2,7.6,2.1,2.8
23/09/2013,19.9,9.1,5.8,0.1,1011.7,9.2,1.8,2.6
24/09/2013,17.4,13,12.6,0.9,1005.7,6.7,1.2,1.7
25/09/2013,15.4,12.9,12.8,1.4,1002.4,5.1,0.7,1
26/09/2013,14.4,13.2,12.6,1.8,1004.2,9.3,0.6,0.8
27/09/2013,17.8,11.3,11.5,0,1003.1,7.5,1.4,2
28/09/2013,17.1,9.7,6.1,0.5,999.1,7.2,1.2,1.7
29/09/2013,16.7,11.4,11.5,0,997,10.2,1.4,2
30/09/2013,14.9,10.6,7.4,0.1,995.2,10,0.6,0.9
01/10/2013,14.9,12.7,12.3,10.5,994.2,13.5,0.7,1
02/10/2013,16.8,14,12.9,4,992.8,14,0.6,1
03/10/2013,16.6,13.7,14.1,20.1,991.5,8.7,0.6,0.8
04/10/2013,16.6,11,12.9,1,997.7,8.1,1,1.4
05/10/2013,19,10.5,7.8,0,1008.1,8.7,1.7,2.2
06/10/2013,19.4,12.2,7.8,0,1010.5,10.4,1.4,1.8
07/10/2013,19,15.5,13.3,0.2,1009.3,12,1.5,1.9
08/10/2013,16,11.3,11.3,0,1012.7,10.9,0.9,1.3
09/10/2013,13.2,4.7,7.5,0,1013.8,13.7,1.3,1.8
10/10/2013,11.9,2.4,-1,0,1016.9,9.8,1.3,1.9
11/10/2013,13.4,3.1,-0.2,0,1018.7,11.4,1,1.3
12/10/2013,12.3,9.4,8.2,0,1014.6,10.2,0.8,1.1
13/10/2013,11.7,8.1,9.2,1,1007.9,7.4,0.7,1
14/10/2013,12.7,5.3,6,0.1,1003.2,8.9,0.8,1.1
15/10/2013,13.3,1.8,-1.5,0,1001.6,6.7,0.6,1
16/10/2013,13.3,9.5,-0.3,25.4,995.5,12.2,0.8,1.1
17/10/2013,16.8,8.3,6.2,0,999.5,6.7,1,1.3
18/10/2013,14,11.2,3,19.2,994.9,15.5,0.6,0.9
19/10/2013,15.5,10,6.9,4.4,987.2,7.3,0.7,1
20/10/2013,15.2,9.6,5.1,3,986.2,10.9,0.9,1.3
21/10/2013,16.6,6.6,1.8,11.5,984.8,9.9,0.5,0.8
22/10/2013,17,12.5,10.8,1.6,976.4,8.2,1,1.2
23/10/2013,13.4,5.2,7,0,986,14.8,0.7,1.1
24/10/2013,15.2,3.4,-1.1,2.9,996.3,8.8,0.6,0.9
25/10/2013,16.3,11.6,10.3,8.5,988,11,0.9,1.2
26/10/2013,13.5,9.5,7.4,4.5,983.7,10.8,1,1.2
27/10/2013,13.5,9.3,6,7.5,975.4,18.1,1.3,1.7
28/10/2013,12.1,7.1,6.4,0.4,981.6,16.4,1.1,1.5
29/10/2013,10.4,4.5,2.4,0.2,998.7,14,0.9,1.2
30/10/2013,14.4,4.6,-0.3,0.3,1000.9,10.5,0.7,0.9
31/10/2013,13.3,7.4,3.5,1.5,1000.7,12.7,1.1,1.4
01/11/2013,11.1,2,2.2,0,994.8,6.8,0.7,0.9
02/11/2013,11.3,1,-4.6,2.6,981.1,17.8,1,1.3
03/11/2013,9.8,2,2.8,1.1,984.9,12,0.7,0.9
04/11/2013,9.3,-0.1,-3.3,0.1,983.8,8.4,0.5,0.7
05/11/2013,9.7,6.1,4.4,2.2,982.2,14.9,0.8,1
06/11/2013,9.3,4.4,5.4,1.7,987.3,9.2,0.4,0.5
07/11/2013,10.2,3.6,0.1,1.1,991.8,13.8,0.9,1.1
08/11/2013,8.9,3,2,0.2,992.6,11,0.6,0.8
09/11/2013,7.7,2.4,0.4,0.6,994,10.8,0.5,0.7
10/11/2013,10.7,0.7,-1.8,4.6,1002.8,9.2,0.2,0.4
11/11/2013,13.9,9,5.4,0.7,1006.4,13,0.4,0.6
12/11/2013,10.1,4.6,2.8,0,1017.7,10.5,0.4,0.5
13/11/2013,10.1,3.8,2,0.9,1015.8,13.5,0.6,0.8
14/11/2013,8.7,5.1,3.8,0.3,1018.2,13.6,0.7,0.9
15/11/2013,10.3,6.4,5,0,1024.2,8.8,0.7,0.8
16/11/2013,11,9.1,7.4,0,1020.5,9.7,0.7,0.9
17/11/2013,12.2,9.1,8,3.2,1011.4,6.8,0.3,0.4
18/11/2013,10.3,1.3,3.1,3.4,1003.2,10.1,0.2,0.3
19/11/2013,5.5,-0.2,-1.5,0,1006.9,13.6,0.3,0.4
20/11/2013,7.2,2.8,1.4,2.8,999,20.4,0.6,0.8
21/11/2013,4.9,0.2,0,0,1005.1,11.8,0.7,1
22/11/2013,6.4,-2.4,-2.5,0.2,1013,5.8,0.1,0.2
23/11/2013,6.9,-2.9,-5.7,0,1018.3,7.2,0.2,0.3
24/11/2013,7.6,5.1,1.8,0,1024.5,5.4,0.4,0.6
25/11/2013,7.9,4.5,3.7,0,1030.2,5.6,0.5,0.6
26/11/2013,8,4.2,2.7,0,1030.1,8.7,0.4,0.5
27/11/2013,9,4.1,2.7,0,1027.2,7.8,0.3,0.5
28/11/2013,10,7.9,5.5,0.5,1025.5,6.5,0.3,0.3
29/11/2013,8.4,5,6.1,0.4,1020.7,15.6,0.4,0.6
30/11/2013,8.9,2,-0.9,0,1021.4,8.3,0.2,0.2
01/12/2013,9.6,6.6,1.8,0.2,1024.2,5.5,0.3,0.4
02/12/2013,8.4,5.4,3.1,0,1022.3,4.3,0.4,0.5
03/12/2013,9.2,4.4,0.1,0.2,1016.8,10.2,0.5,0.6
04/12/2013,6.5,1.4,-0.6,0,1019.2,11.9,0.1,0
05/12/2013,9.9,3.3,-0.3,2,1012.5,22,0.7,1.1
06/12/2013,9.5,2.4,0.8,0,1017.5,12.2,0.5,0.6
07/12/2013,8.7,6.2,4.5,0,1013.4,11.9,0.4,0.5
08/12/2013,11.3,6.9,5.2,0.1,1009.4,19.1,0.7,0.8
09/12/2013,11.6,6.6,2.2,0,1011.9,9.8,0.5,0.5
10/12/2013,13.4,9.3,6.2,0,1011.8,12.1,1,1.1
11/12/2013,12.5,9.2,6.9,0,1009.6,12.2,1,1.2
12/12/2013,15,11.4,8.2,0,1003.5,13.3,1.1,1.2
13/12/2013,13.8,4,10.4,1,1001.8,15.8,0.7,0.7
14/12/2013,12.3,3.7,2.1,4.4,998.3,19.5,0.9,1.2
15/12/2013,12.4,5.3,2.8,2.3,997.7,15.1,1,1.2
16/12/2013,9.2,3.9,3.4,6.3,1000.2,13,0.5,0.6
17/12/2013,9.3,2,-1.6,0,1002.8,10.9,0.8,0.8
18/12/2013,12.2,3.6,1.3,9,981.4,17.7,0.8,1
19/12/2013,4.2,1,-0.3,0.9,985.8,18.5,0.4,0.6
20/12/2013,11.5,2,0.5,4.2,995.1,20.5,0.7,0.9
21/12/2013,9.5,3.9,4.2,8.6,988.8,18.5,0.8,1.1
22/12/2013,5.2,1.1,0,4.6,991.2,16.7,0.5,0.7
23/12/2013,11.5,2.4,-1.3,1.4,972.2,17.6,0.7,0.9
24/12/2013,6.3,1,0.2,5.5,957.5,22.8,0.9,1.3
25/12/2013,8.1,0.7,-4.1,0,969.5,6.5,0.3,0.3
26/12/2013,10,1.2,-5,5.6,969.2,14.5,0.4,0.5
27/12/2013,8.9,2.9,-0.2,10.7,961.7,27.3,1,1.6
28/12/2013,5.8,1.6,-1.1,0,984.8,14,0.4,0.4
29/12/2013,11,1.3,-1.5,0.7,994.4,13.1,0.5,0.6
30/12/2013,11,4.6,-1,11.5,987.5,13.5,0.6,0.6
31/12/2013,9.2,4.5,0.5,4,982.2,14,0.8,0.9
01/01/2014,10.4,4,0.8,5.8,969.9,14.7,0.7,0.9
02/01/2014,9.9,4.7,2,0.2,971.9,15.7,0.5,0.5
03/01/2014,8.2,3.6,1.9,2.4,971,22.4,1.1,1.3
04/01/2014,5.6,1.2,-1.9,4.6,979.3,9.3,0.3,0.3
05/01/2014,12.9,1.5,-2.1,4.8,976.2,14,0.8,1
06/01/2014,10.3,7.4,4.3,4.6,969.3,21.3,1.2,1.5
07/01/2014,9.5,6.7,4.3,0.6,981.4,19.5,1.2,1.4
08/01/2014,8.3,4.8,1.7,8.9,994.3,8.5,0.4,0.6
09/01/2014,6.6,0.8,-0.8,0.4,995.4,12,0.1,0.1
10/01/2014,9.5,1.6,-0.1,3.3,998.2,10,0.5,0.6
11/01/2014,7,-1.5,-1,0.3,1005.8,8.5,0.3,0.3
12/01/2014,8.7,4.1,-5.2,0.4,997.4,16.5,0.7,1
13/01/2014,6.5,0.2,-2,0.1,988.3,8.5,0.4,0.6
14/01/2014,9.9,-0.2,-2.9,5,988.3,9,0.3,0.4
15/01/2014,10.9,4.8,-1.1,2.5,979.7,9.8,0.6,0.7
16/01/2014,9.6,3.8,-0.7,1.3,971.7,7.8,0.6,0.7
17/01/2014,7.2,4.3,0.1,0,973.5,8,0.4,0.5
18/01/2014,6.2,1.7,0,8.9,975,7.6,0.4,0.6
19/01/2014,7.4,1.6,-2.3,0.1,982.8,7.8,0.5,0.6
20/01/2014,7.1,1.3,-0.2,0,993.6,8.3,0.5,0.5
21/01/2014,9.9,3.7,-5.7,0.4,991.5,11.4,0.9,1.1
22/01/2014,8.7,3.5,1.8,0,993.3,12.1,0.6,0.7
23/01/2014,6.3,3.7,-0.2,2.4,1000.5,14,0.6,0.8
24/01/2014,11.3,4.3,2.4,7.8,997.8,11.4,0.3,0.5
25/01/2014,9.6,3.1,5.4,2.6,998.2,17.5,0.8,1.1
26/01/2014,10.2,1.6,1.2,5,987.4,20,0.7,1
27/01/2014,6.7,2,-0.2,6.2,969.2,19.3,0.5,0.8
28/01/2014,6.5,3.4,2.4,7.6,969.8,14.4,0.5,0.7
29/01/2014,6.4,4,2.2,12,985.1,12.2,0.5,0.7
30/01/2014,6,3.5,2.7,0.1,992.5,8.5,0.6,0.8
31/01/2014,9.6,0.6,1.7,3.3,977,14.4,0.5,0.8
01/02/2014,8.3,0.8,-0.8,3.1,966.6,22.1,1,1.6
02/02/2014,9,3.2,1.6,1.7,982.2,17.1,1,1.3
03/02/2014,8.6,3.3,2,9.2,982,17.1,0.6,0.9
04/02/2014,7.3,1.1,-3.9,13.1,969.2,15.9,0.4,0.7
05/02/2014,8.2,6,2.2,9.4,960.2,20.3,0.6,0.9
06/02/2014,7,0.7,2.8,0.1,973.7,10.7,0.3,0.5
07/02/2014,7.9,0.6,-2.5,1.6,969.1,13.2,0.4,0.6
08/02/2014,9.5,5.2,2.4,2.3,951,19.1,1.4,1.9
09/02/2014,6.9,-1.7,3.3,1.8,963.8,18,0.4,0.7
10/02/2014,5.1,-2.5,-5.8,0,980.2,9,0.4,0.6
11/02/2014,5.6,0.1,-1.9,5.6,978.3,15.8,0.7,1
12/02/2014,8.9,1,-1.1,6.6,964.6,22.5,1.1,1.7
13/02/2014,6.2,0.8,-0.7,1.6,976.1,22.5,0.9,1.4
14/02/2014,8.3,1.5,-0.8,11.7,966,13,0.5,0.8
15/02/2014,8.2,1.7,-0.4,4.5,971.6,18.5,0.6,0.9
16/02/2014,7.8,0.8,-2.7,0.1,990.4,9.5,0.6,0.9
17/02/2014,10.1,5.9,3.6,2.5,988.5,13.4,0.6,0.9
18/02/2014,9.6,2.8,-1,0.1,994.5,9.6,0.6,0.9
19/02/2014,12,5.6,1.7,0.3,990.9,9,0.6,1
20/02/2014,11.7,2.4,4.7,2.7,981,17.3,1.1,1.6
21/02/2014,8,2.4,0,3.3,984.9,20.9,1.1,1.8
22/02/2014,10.6,4.4,2.2,0,988.9,17.8,1,1.5
23/02/2014,11.3,5.6,4.3,2.4,983.8,18.5,1,1.5
24/02/2014,10.8,4.5,0.9,3.4,981,12.5,1.3,1.7
25/02/2014,9,4.8,2.5,0.5,980.6,17.5,1.4,2
26/02/2014,9.9,3.9,1.9,0.7,992.7,18.8,1.7,2.4
27/02/2014,8.9,2.4,1.1,0.2,989.6,13.9,1,1.6
28/02/2014,8.9,1.9,-1.6,0,990.5,10.7,1,1.5
01/03/2014,8.6,1,-2.8,0.4,989.2,8.6,0.7,1
02/03/2014,8.8,0.4,-0.8,4,976.2,8.2,0.7,1
03/03/2014,8.4,-1.4,-7,1.3,976.4,9.8,0.9,1.4
04/03/2014,10.5,2.9,0,0,993.6,10.3,1.2,1.7
05/03/2014,10.2,3.6,-0.6,0.8,1003.8,11,0.9,1.2
06/03/2014,14,8.7,6.5,2,1003.2,10.6,1,1.4
07/03/2014,10.2,1.5,4.9,5.7,1006.8,14.6,0.8,1.5
08/03/2014,11.8,6.8,-3.8,0,1005.5,19.6,1.7,2.5
09/03/2014,14.1,4.7,5.8,1.9,1008.3,10.4,1.2,1.7
10/03/2014,10.5,-1.5,-3.9,0,1019.3,5.6,1,1.5
11/03/2014,10.5,-1.9,-5.7,0,1024.1,5.2,1,1.6
12/03/2014,8.4,-3.3,-7.1,0,1022.3,5.5,0.8,1.3
13/03/2014,7.1,2.7,-4,0,1021.3,4.2,0.5,0.7
14/03/2014,10.9,3.4,3.4,0,1018.2,14,0.7,1.2
15/03/2014,14.5,6.7,5.4,0,1018.5,20.6,1.7,2.9
16/03/2014,11.1,6.2,4.8,0,1016.1,17.7,0.8,1.4
17/03/2014,10.7,6.5,4.2,0,1009.9,11.5,1.2,1.7
18/03/2014,12.5,6,2.9,0.9,1004,19.4,1.5,2.5
19/03/2014,15.4,8,5.5,0,1002.8,20.2,2.4,3.5
20/03/2014,9.6,3.8,7.6,9.3,990.5,18.4,1.1,1.8
21/03/2014,10.7,1.6,1.6,2.2,986.5,16.2,1.7,2.6
22/03/2014,8.3,1.2,0.1,4.1,985.9,17.3,1.2,2
23/03/2014,9.8,1.7,1,0,997.1,11.7,1.6,2.5
24/03/2014,8.1,2.4,-4.7,2.9,994.2,18.3,0.8,1.3
25/03/2014,11.9,1.2,-0.8,1.2,1000.3,9.6,1.4,2.2
26/03/2014,7.9,0.5,1.7,0.8,1009.1,9.2,0.5,0.9
27/03/2014,6.9,1.2,-1.7,5.1,1003.2,9.2,0.9,1.3
28/03/2014,8.3,4.2,0.6,2,1005.9,13.2,0.9,1.6
29/03/2014,10.4,5.4,4.4,7.4,1001.3,9.8,1,1.6
30/03/2014,12.2,5.6,4.2,0,999.7,8.2,1.2,1.7
